county,year,split,单产,city,county_train_yield_mean,county_train_yield_median,county_train_yield_std,county_train_yield_count,city_train_yield_mean,city_train_yield_median,city_train_yield_std,city_train_yield_count,train_year_yield_mean,train_year_yield_std,county_vs_city_train_yield_mean
临湘市,2012,val,5.955323383084577,岳阳市,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.086036913002932,0.4502613723398215,-0.42582359816494897
临湘市,2013,val,5.834462151394423,岳阳市,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.119090381396531,0.7059045473608287,-0.42582359816494897
临湘市,2014,val,5.895629820051414,岳阳市,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.107212508684318,0.5803804712146549,-0.42582359816494897
临湘市,2015,test,5.923714397957179,岳阳市,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.416045213660415,1.072020979691334,-0.42582359816494897
临湘市,2016,train,5.821130177514792,岳阳市,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.3064721147441825,0.8712105806935805,-0.42582359816494897
临湘市,2017,test,6.399967590618337,岳阳市,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.327430007526471,0.764401787671466,-0.42582359816494897
临湘市,2018,test,6.288230552196695,岳阳市,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.35078381562379407,46,7.221538572532166,0.9389707328235969,-0.42582359816494897
临湘市,2019,test,6.342708120269994,岳阳市,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.926644802578423,0.848212665604444,-0.42582359816494897
临湘市,2020,val,6.379432624113475,岳阳市,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.730935357890686,0.7081627342704553,-0.42582359816494897
临湘市,2021,test,6.556645657430531,岳阳市,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.35078381562379407,46,7.098739496826202,0.853627234377587,-0.42582359816494897
临澧县,2012,train,5.551878482833004,常德市,5.750940285073895,5.589086235105759,0.33925250024127407,6,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.086036913002932,0.4502613723398215,-0.3582687283829502
临澧县,2013,train,5.4851699463327375,常德市,5.750940285073895,5.589086235105759,0.33925250024127407,6,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.119090381396531,0.7059045473608287,-0.3582687283829502
临澧县,2014,train,5.565833184497231,常德市,5.750940285073895,5.589086235105759,0.33925250024127407,6,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.107212508684318,0.5803804712146549,-0.3582687283829502
临澧县,2015,train,5.6123392857142855,常德市,5.750940285073895,5.589086235105759,0.33925250024127407,6,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.416045213660415,1.072020979691334,-0.3582687283829502
临澧县,2016,train,5.920678571428572,常德市,5.750940285073895,5.589086235105759,0.33925250024127407,6,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.3064721147441825,0.8712105806935805,-0.3582687283829502
临澧县,2017,test,6.047108152674763,常德市,5.750940285073895,5.589086235105759,0.33925250024127407,6,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.327430007526471,0.764401787671466,-0.3582687283829502
临澧县,2018,test,6.372839587547324,常德市,5.750940285073895,5.589086235105759,0.33925250024127407,6,6.109209013456845,6.10461732309118,0.5873004982652431,46,7.221538572532166,0.9389707328235969,-0.3582687283829502
临澧县,2019,test,6.488564854841658,常德市,5.750940285073895,5.589086235105759,0.33925250024127407,6,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.926644802578423,0.848212665604444,-0.3582687283829502
临澧县,2020,val,6.193361582496384,常德市,5.750940285073895,5.589086235105759,0.33925250024127407,6,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.730935357890686,0.7081627342704553,-0.3582687283829502
临澧县,2021,train,6.369742239637544,常德市,5.750940285073895,5.589086235105759,0.33925250024127407,6,6.109209013456845,6.10461732309118,0.5873004982652431,46,7.098739496826202,0.853627234377587,-0.3582687283829502
云溪区,2012,train,6.915584415584416,岳阳市,6.938054712356217,6.915584415584416,0.2798011174765792,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.086036913002932,0.4502613723398215,0.6911009366764755
云溪区,2013,train,6.609090909090909,岳阳市,6.938054712356217,6.915584415584416,0.2798011174765792,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.119090381396531,0.7059045473608287,0.6911009366764755
云溪区,2014,test,6.69377358490566,岳阳市,6.938054712356217,6.915584415584416,0.2798011174765792,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.107212508684318,0.5803804712146549,0.6911009366764755
云溪区,2015,train,6.772508474576271,岳阳市,6.938054712356217,6.915584415584416,0.2798011174765792,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.416045213660415,1.072020979691334,0.6911009366764755
云溪区,2016,test,6.604143126177025,岳阳市,6.938054712356217,6.915584415584416,0.2798011174765792,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.3064721147441825,0.8712105806935805,0.6911009366764755
云溪区,2017,test,6.611641628424484,岳阳市,6.938054712356217,6.915584415584416,0.2798011174765792,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.327430007526471,0.764401787671466,0.6911009366764755
云溪区,2018,val,6.377534596331675,岳阳市,6.938054712356217,6.915584415584416,0.2798011174765792,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,7.221538572532166,0.9389707328235969,0.6911009366764755
云溪区,2019,train,7.049248120300752,岳阳市,6.938054712356217,6.915584415584416,0.2798011174765792,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.926644802578423,0.848212665604444,0.6911009366764755
云溪区,2020,val,6.560650319829423,岳阳市,6.938054712356217,6.915584415584416,0.2798011174765792,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.730935357890686,0.7081627342704553,0.6911009366764755
云溪区,2021,train,7.343841642228739,岳阳市,6.938054712356217,6.915584415584416,0.2798011174765792,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,7.098739496826202,0.853627234377587,0.6911009366764755
公安县,2012,test,7.959777980535279,荆州市,8.154851630338172,8.282631981431525,0.3360788561618288,6,7.348053848752089,7.893754229446616,1.2065128355413912,46,6.086036913002932,0.4502613723398215,0.8067977815860825
公安县,2013,test,8.11244769874477,荆州市,8.154851630338172,8.282631981431525,0.3360788561618288,6,7.348053848752089,7.893754229446616,1.2065128355413912,46,6.119090381396531,0.7059045473608287,0.8067977815860825
公安县,2014,train,7.932644163150493,荆州市,8.154851630338172,8.282631981431525,0.3360788561618288,6,7.348053848752089,7.893754229446616,1.2065128355413912,46,6.107212508684318,0.5803804712146549,0.8067977815860825
公安县,2015,test,8.14626585928489,荆州市,8.154851630338172,8.282631981431525,0.3360788561618288,6,7.348053848752089,7.893754229446616,1.2065128355413912,46,6.416045213660415,1.072020979691334,0.8067977815860825
公安县,2016,val,7.46687821093986,荆州市,8.154851630338172,8.282631981431525,0.3360788561618288,6,7.348053848752089,7.893754229446616,1.2065128355413912,46,6.3064721147441825,0.8712105806935805,0.8067977815860825
公安县,2017,train,7.583563594929498,荆州市,8.154851630338172,8.282631981431525,0.3360788561618288,6,7.348053848752089,7.893754229446616,1.2065128355413912,46,6.327430007526471,0.764401787671466,0.8067977815860825
公安县,2018,train,8.320983606557377,荆州市,8.154851630338172,8.282631981431525,0.3360788561618288,6,7.348053848752089,7.893754229446616,1.2065128355413912,46,7.221538572532166,0.9389707328235969,0.8067977815860825
公安县,2019,train,8.357809354647719,荆州市,8.154851630338172,8.282631981431525,0.3360788561618288,6,7.348053848752089,7.893754229446616,1.2065128355413912,46,6.926644802578423,0.848212665604444,0.8067977815860825
公安县,2020,train,8.244280356305673,荆州市,8.154851630338172,8.282631981431525,0.3360788561618288,6,7.348053848752089,7.893754229446616,1.2065128355413912,46,6.730935357890686,0.7081627342704553,0.8067977815860825
公安县,2021,train,8.489828706438274,荆州市,8.154851630338172,8.282631981431525,0.3360788561618288,6,7.348053848752089,7.893754229446616,1.2065128355413912,46,7.098739496826202,0.853627234377587,0.8067977815860825
华容县,2012,train,6.036064257028112,岳阳市,6.186708571067612,6.195113763521074,0.25340372040348397,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.086036913002932,0.4502613723398215,-0.06024520461212912
华容县,2013,val,5.912704545454545,岳阳市,6.186708571067612,6.195113763521074,0.25340372040348397,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.119090381396531,0.7059045473608287,-0.06024520461212912
华容县,2014,test,5.933381696428572,岳阳市,6.186708571067612,6.195113763521074,0.25340372040348397,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.107212508684318,0.5803804712146549,-0.06024520461212912
华容县,2015,val,5.983088674858851,岳阳市,6.186708571067612,6.195113763521074,0.25340372040348397,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.416045213660415,1.072020979691334,-0.06024520461212912
华容县,2016,train,5.852489488824961,岳阳市,6.186708571067612,6.195113763521074,0.25340372040348397,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.3064721147441825,0.8712105806935805,-0.06024520461212912
华容县,2017,test,6.333892824626444,岳阳市,6.186708571067612,6.195113763521074,0.25340372040348397,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.327430007526471,0.764401787671466,-0.06024520461212912
华容县,2018,test,6.329909819639279,岳阳市,6.186708571067612,6.195113763521074,0.25340372040348397,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,7.221538572532166,0.9389707328235969,-0.06024520461212912
华容县,2019,train,6.195113763521074,岳阳市,6.186708571067612,6.195113763521074,0.25340372040348397,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.926644802578423,0.848212665604444,-0.06024520461212912
华容县,2020,train,6.358301269598567,岳阳市,6.186708571067612,6.195113763521074,0.25340372040348397,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.730935357890686,0.7081627342704553,-0.06024520461212912
华容县,2021,train,6.491574076365346,岳阳市,6.186708571067612,6.195113763521074,0.25340372040348397,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,7.098739496826202,0.853627234377587,-0.06024520461212912
南县,2012,val,6.024159320927196,益阳市,6.26736343037916,5.972801606668614,0.5186057587157223,6,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.086036913002932,0.4502613723398215,0.04948655929504042
南县,2013,train,5.908048595292331,益阳市,6.26736343037916,5.972801606668614,0.5186057587157223,6,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.119090381396531,0.7059045473608287,0.04948655929504042
南县,2014,train,5.963934426229508,益阳市,6.26736343037916,5.972801606668614,0.5186057587157223,6,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.107212508684318,0.5803804712146549,0.04948655929504042
南县,2015,train,5.981668787107719,益阳市,6.26736343037916,5.972801606668614,0.5186057587157223,6,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.416045213660415,1.072020979691334,0.04948655929504042
南县,2016,train,5.884653517561438,益阳市,6.26736343037916,5.972801606668614,0.5186057587157223,6,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.3064721147441825,0.8712105806935805,0.04948655929504042
南县,2017,test,6.707881290139484,益阳市,6.26736343037916,5.972801606668614,0.5186057587157223,6,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.327430007526471,0.764401787671466,0.04948655929504042
南县,2018,train,7.001919588875453,益阳市,6.26736343037916,5.972801606668614,0.5186057587157223,6,6.21787687108412,6.18798065853097,0.30859416133768147,35,7.221538572532166,0.9389707328235969,0.04948655929504042
南县,2019,test,6.723968696113543,益阳市,6.26736343037916,5.972801606668614,0.5186057587157223,6,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.926644802578423,0.848212665604444,0.04948655929504042
南县,2020,train,6.863955667208512,益阳市,6.26736343037916,5.972801606668614,0.5186057587157223,6,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.730935357890686,0.7081627342704553,0.04948655929504042
南县,2021,test,7.017066209201555,益阳市,6.26736343037916,5.972801606668614,0.5186057587157223,6,6.21787687108412,6.18798065853097,0.30859416133768147,35,7.098739496826202,0.853627234377587,0.04948655929504042
君山区,2012,test,6.207692307692308,岳阳市,6.169838622638012,6.137602311025518,0.2128844223063271,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.086036913002932,0.4502613723398215,-0.07711515304172956
君山区,2013,val,6.08258971871969,岳阳市,6.169838622638012,6.137602311025518,0.2128844223063271,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.119090381396531,0.7059045473608287,-0.07711515304172956
君山区,2014,train,6.137602311025518,岳阳市,6.169838622638012,6.137602311025518,0.2128844223063271,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.107212508684318,0.5803804712146549,-0.07711515304172956
君山区,2015,test,6.155461095100865,岳阳市,6.169838622638012,6.137602311025518,0.2128844223063271,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.416045213660415,1.072020979691334,-0.07711515304172956
君山区,2016,train,6.0300289995166745,岳阳市,6.169838622638012,6.137602311025518,0.2128844223063271,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.3064721147441825,0.8712105806935805,-0.07711515304172956
君山区,2017,train,6.001078294642728,岳阳市,6.169838622638012,6.137602311025518,0.2128844223063271,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.327430007526471,0.764401787671466,-0.07711515304172956
君山区,2018,val,6.0724230795093455,岳阳市,6.169838622638012,6.137602311025518,0.2128844223063271,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,7.221538572532166,0.9389707328235969,-0.07711515304172956
君山区,2019,train,6.147707736389685,岳阳市,6.169838622638012,6.137602311025518,0.2128844223063271,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.926644802578423,0.848212665604444,-0.07711515304172956
君山区,2020,train,6.532775771615453,岳阳市,6.169838622638012,6.137602311025518,0.2128844223063271,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.730935357890686,0.7081627342704553,-0.07711515304172956
君山区,2021,val,6.503240236279177,岳阳市,6.169838622638012,6.137602311025518,0.2128844223063271,5,6.246953775679741,6.177177653882163,0.35078381562379407,46,7.098739496826202,0.853627234377587,-0.07711515304172956
安乡县,2012,train,6.338179871520342,常德市,6.213492054803204,6.123754543510797,0.3510102979262848,5,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.086036913002932,0.4502613723398215,0.1042830413463589
安乡县,2013,train,6.123754543510797,常德市,6.213492054803204,6.123754543510797,0.3510102979262848,5,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.119090381396531,0.7059045473608287,0.1042830413463589
安乡县,2014,train,6.1095720008433485,常德市,6.213492054803204,6.123754543510797,0.3510102979262848,5,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.107212508684318,0.5803804712146549,0.1042830413463589
安乡县,2015,test,5.722556390977443,常德市,6.213492054803204,6.123754543510797,0.3510102979262848,5,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.416045213660415,1.072020979691334,0.1042830413463589
安乡县,2016,train,5.7704545454545455,常德市,6.213492054803204,6.123754543510797,0.3510102979262848,5,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.3064721147441825,0.8712105806935805,0.1042830413463589
安乡县,2017,test,6.4006224103532166,常德市,6.213492054803204,6.123754543510797,0.3510102979262848,5,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.327430007526471,0.764401787671466,0.1042830413463589
安乡县,2018,test,6.694892229899896,常德市,6.213492054803204,6.123754543510797,0.3510102979262848,5,6.109209013456845,6.10461732309118,0.5873004982652431,46,7.221538572532166,0.9389707328235969,0.1042830413463589
安乡县,2019,test,6.782958888707454,常德市,6.213492054803204,6.123754543510797,0.3510102979262848,5,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.926644802578423,0.848212665604444,0.1042830413463589
安乡县,2020,test,6.538009958304659,常德市,6.213492054803204,6.123754543510797,0.3510102979262848,5,6.109209013456845,6.10461732309118,0.5873004982652431,46,6.730935357890686,0.7081627342704553,0.1042830413463589
安乡县,2021,train,6.725499312686989,常德市,6.213492054803204,6.123754543510797,0.3510102979262848,5,6.109209013456845,6.10461732309118,0.5873004982652431,46,7.098739496826202,0.853627234377587,0.1042830413463589
安化县,2012,train,6.53615221987315,益阳市,6.152653061167856,6.126602812858776,0.21042737294160196,8,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.086036913002932,0.4502613723398215,-0.06522380991626431
安化县,2013,train,6.266096368715084,益阳市,6.152653061167856,6.126602812858776,0.21042737294160196,8,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.119090381396531,0.7059045473608287,-0.06522380991626431
安化县,2014,test,6.260716700473293,益阳市,6.152653061167856,6.126602812858776,0.21042737294160196,8,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.107212508684318,0.5803804712146549,-0.06522380991626431
安化县,2015,train,6.285921674544227,益阳市,6.152653061167856,6.126602812858776,0.21042737294160196,8,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.416045213660415,1.072020979691334,-0.06522380991626431
安化县,2016,test,6.03976430976431,益阳市,6.152653061167856,6.126602812858776,0.21042737294160196,8,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.3064721147441825,0.8712105806935805,-0.06522380991626431
安化县,2017,train,5.988693603151647,益阳市,6.152653061167856,6.126602812858776,0.21042737294160196,8,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.327430007526471,0.764401787671466,-0.06522380991626431
安化县,2018,train,6.195748901350041,益阳市,6.152653061167856,6.126602812858776,0.21042737294160196,8,6.21787687108412,6.18798065853097,0.30859416133768147,35,7.221538572532166,0.9389707328235969,-0.06522380991626431
安化县,2019,train,6.05745672436751,益阳市,6.152653061167856,6.126602812858776,0.21042737294160196,8,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.926644802578423,0.848212665604444,-0.06522380991626431
安化县,2020,train,5.879648112603967,益阳市,6.152653061167856,6.126602812858776,0.21042737294160196,8,6.21787687108412,6.18798065853097,0.30859416133768147,35,6.730935357890686,0.7081627342704553,-0.06522380991626431
安化县,2021,train,6.011506884737217,益阳市,6.152653061167856,6.126602812858776,0.21042737294160196,8,6.21787687108412,6.18798065853097,0.30859416133768147,35,7.098739496826202,0.853627234377587,-0.06522380991626431
岳阳县,2012,test,6.158254117017004,岳阳市,6.31585376144874,6.396863161156454,0.19028298111426195,6,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.086036913002932,0.4502613723398215,0.06889998576899892
岳阳县,2013,train,6.08311170212766,岳阳市,6.31585376144874,6.396863161156454,0.19028298111426195,6,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.119090381396531,0.7059045473608287,0.06889998576899892
岳阳县,2014,train,6.072880477054706,岳阳市,6.31585376144874,6.396863161156454,0.19028298111426195,6,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.107212508684318,0.5803804712146549,0.06889998576899892
岳阳县,2015,test,6.112550212164074,岳阳市,6.31585376144874,6.396863161156454,0.19028298111426195,6,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.416045213660415,1.072020979691334,0.06889998576899892
岳阳县,2016,test,5.988519520680325,岳阳市,6.31585376144874,6.396863161156454,0.19028298111426195,6,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.3064721147441825,0.8712105806935805,0.06889998576899892
岳阳县,2017,train,6.4150145087743535,岳阳市,6.31585376144874,6.396863161156454,0.19028298111426195,6,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.327430007526471,0.764401787671466,0.06889998576899892
岳阳县,2018,train,6.423475862068965,岳阳市,6.31585376144874,6.396863161156454,0.19028298111426195,6,6.246953775679741,6.177177653882163,0.35078381562379407,46,7.221538572532166,0.9389707328235969,0.06889998576899892
岳阳县,2019,val,6.382660850599782,岳阳市,6.31585376144874,6.396863161156454,0.19028298111426195,6,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.926644802578423,0.848212665604444,0.06889998576899892
岳阳县,2020,train,6.378711813538555,岳阳市,6.31585376144874,6.396863161156454,0.19028298111426195,6,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.730935357890686,0.7081627342704553,0.06889998576899892
岳阳县,2021,train,6.521928205128205,岳阳市,6.31585376144874,6.396863161156454,0.19028298111426195,6,6.246953775679741,6.177177653882163,0.35078381562379407,46,7.098739496826202,0.853627234377587,0.06889998576899892
岳阳楼区,2012,train,5.928500986193294,岳阳市,5.837908059478267,5.847945984500906,0.08330788583955027,7,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.086036913002932,0.4502613723398215,-0.409045716201474
岳阳楼区,2013,test,5.840233236151604,岳阳市,5.837908059478267,5.847945984500906,0.08330788583955027,7,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.119090381396531,0.7059045473608287,-0.409045716201474
岳阳楼区,2014,train,5.870809248554913,岳阳市,5.837908059478267,5.847945984500906,0.08330788583955027,7,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.107212508684318,0.5803804712146549,-0.409045716201474
岳阳楼区,2015,train,5.927060518731988,岳阳市,5.837908059478267,5.847945984500906,0.08330788583955027,7,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.416045213660415,1.072020979691334,-0.409045716201474
岳阳楼区,2016,train,5.790724637681159,岳阳市,5.837908059478267,5.847945984500906,0.08330788583955027,7,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.3064721147441825,0.8712105806935805,-0.409045716201474
岳阳楼区,2017,train,5.692381461349815,岳阳市,5.837908059478267,5.847945984500906,0.08330788583955027,7,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.327430007526471,0.764401787671466,-0.409045716201474
岳阳楼区,2018,train,5.847945984500906,岳阳市,5.837908059478267,5.847945984500906,0.08330788583955027,7,6.246953775679741,6.177177653882163,0.35078381562379407,46,7.221538572532166,0.9389707328235969,-0.409045716201474
岳阳楼区,2019,train,5.807933579335794,岳阳市,5.837908059478267,5.847945984500906,0.08330788583955027,7,6.246953775679741,6.177177653882163,0.35078381562379407,46,6.926644802578423,0.848212665604444,-0.409045716201474
